index,case_id,timeStamp,userID,targetApp,eventType,url,content,target.workbookName,target.sheetName,target.id,target.className,target.tagName,target.type,target.name,target.value,target.innerText,target.checked,target.href,target.option,target.title,target.innerHTML,eventType_concrete
272,39,2019-10-21 01:00:23.145,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"76 Bakehouse Road, Kensington, VIC 3031, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
272,39,2019-10-21 01:00:26.521,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,76 Bakehouse Road,,,,,,,editField
272,39,2019-10-21 01:00:26.840,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"76 Bakehouse Road, Kensington, VIC 3031, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
272,39,2019-10-21 01:00:31.897,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Kensington,,,,,,,editField
272,39,2019-10-21 01:00:32.713,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"76 Bakehouse Road, Kensington, VIC 3031, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
272,39,2019-10-21 01:00:37.361,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
272,39,2019-10-21 01:00:38.121,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"76 Bakehouse Road, Kensington, VIC 3031, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
272,39,2019-10-21 01:00:42.794,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3031,,,,,,,editField
272,39,2019-10-21 01:00:45.992,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
272,39,2019-10-21 01:00:45.993,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
272,39,2019-10-21 01:00:46.864,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
272,40,2019-10-21 01:00:50.588,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
273,40,2019-10-21 01:00:54.801,vleno,Excel,copyCell,,Raino,StudentRecords.xlsx,Sheet1,A41,,,,,Raino,,,,,,,copyCell
273,40,2019-10-21 01:00:56.273,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Raino,,,,,INPUT,text,SingleLine,,,,,,,,paste
273,40,2019-10-21 01:00:56.577,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Raino,,,,,,,editField
274,40,2019-10-21 01:00:58.933,vleno,Excel,copyCell,,Lampen,StudentRecords.xlsx,Sheet1,B41,,,,,Lampen,,,,,,,copyCell
274,40,2019-10-21 01:01:00.796,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Lampen,,,,,INPUT,text,SingleLine,Raino ,,,,,,,paste
274,40,2019-10-21 01:01:01.035,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Raino Lampen,,,,,,,editField
275,40,2019-10-21 01:01:03.379,vleno,Excel,copyCell,,18/08/1992,StudentRecords.xlsx,Sheet1,C41,,,,,18/08/1992,,,,,,,copyCell
275,40,2019-10-21 01:01:06.898,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,18/08/1992,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
275,40,2019-10-21 01:01:10.237,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,18-08-1992,,,,,,,editField
276,40,2019-10-21 01:01:12.465,vleno,Excel,copyCell,,+61 040 656 3417,StudentRecords.xlsx,Sheet1,D41,,,,,+61 040 656 3417,,,,,,,copyCell
276,40,2019-10-21 01:01:14.249,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 040 656 3417,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
276,40,2019-10-21 01:01:19.362,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,040-656-3417,,,,,,,editField
277,40,2019-10-21 01:01:21.979,vleno,Excel,copyCell,,rlampen@gmail.com,StudentRecords.xlsx,Sheet1,E41,,,,,rlampen@gmail.com,,,,,,,copyCell
277,40,2019-10-21 01:01:24.730,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,rlampen@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
277,40,2019-10-21 01:01:25.042,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,rlampen@gmail.com,,,,,,,editField
278,40,2019-10-21 01:01:26.953,vleno,Excel,copyCell,,Finland,StudentRecords.xlsx,Sheet1,F41,,,,,Finland,,,,,,,copyCell
278,40,2019-10-21 01:01:28.387,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Finland,,,,,INPUT,text,SingleLine1,,,,,,,,paste
278,40,2019-10-21 01:01:28.633,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Finland,,,,,,,editField
279,40,2019-10-21 01:01:40.884,vleno,Excel,copyCell,,"286 Smithfield Road, Flemington, VIC 3031, Australia",StudentRecords.xlsx,Sheet1,G41,,,,,"286 Smithfield Road, Flemington, VIC 3031, Australia",,,,,,,copyCell
279,40,2019-10-21 01:01:43.009,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"286 Smithfield Road, Flemington, VIC 3031, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
279,40,2019-10-21 01:01:47.162,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,286 Smithfield Road,,,,,,,editField
279,40,2019-10-21 01:01:47.489,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"286 Smithfield Road, Flemington, VIC 3031, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
279,40,2019-10-21 01:01:52.698,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Flemington,,,,,,,editField
279,40,2019-10-21 01:01:53.729,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"286 Smithfield Road, Flemington, VIC 3031, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
279,40,2019-10-21 01:01:58.586,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,3031,,,,,,,editField
279,40,2019-10-21 01:01:59.457,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"286 Smithfield Road, Flemington, VIC 3031, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
279,40,2019-10-21 01:02:07.450,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3031,,,,,,,editField
279,40,2019-10-21 01:02:10.609,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"286 Smithfield Road, Flemington, VIC 3031, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
279,40,2019-10-21 01:02:16.050,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
279,40,2019-10-21 01:02:20.728,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
279,41,2019-10-21 01:02:29.109,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
280,41,2019-10-21 01:02:33.757,vleno,Excel,copyCell,,Juha,StudentRecords.xlsx,Sheet1,A42,,,,,Juha,,,,,,,copyCell
280,41,2019-10-21 01:02:35.626,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Juha,,,,,INPUT,text,SingleLine,,,,,,,,paste
280,41,2019-10-21 01:02:35.913,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Juha,,,,,,,editField
281,41,2019-10-21 01:02:38.080,vleno,Excel,copyCell,,Hanski,StudentRecords.xlsx,Sheet1,B42,,,,,Hanski,,,,,,,copyCell
281,41,2019-10-21 01:02:40.257,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Hanski,,,,,INPUT,text,SingleLine,Juha ,,,,,,,paste
281,41,2019-10-21 01:02:40.505,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Juha Hanski,,,,,,,editField
282,41,2019-10-21 01:02:42.679,vleno,Excel,copyCell,,05/12/1992,StudentRecords.xlsx,Sheet1,C42,,,,,05/12/1992,,,,,,,copyCell
282,41,2019-10-21 01:02:44.444,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,05/12/1992,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
282,41,2019-10-21 01:02:48.264,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,05-12-1992,,,,,,,editField
283,41,2019-10-21 01:02:50.837,vleno,Excel,copyCell,,+61 044 610 2402,StudentRecords.xlsx,Sheet1,D42,,,,,+61 044 610 2402,,,,,,,copyCell
283,41,2019-10-21 01:02:52.744,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 044 610 2402,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
283,41,2019-10-21 01:02:58.353,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,044-610-2402,,,,,,,editField
284,41,2019-10-21 01:03:00.714,vleno,Excel,copyCell,,jhanski@gmail.com,StudentRecords.xlsx,Sheet1,E42,,,,,jhanski@gmail.com,,,,,,,copyCell
284,41,2019-10-21 01:03:02.281,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,jhanski@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
284,41,2019-10-21 01:03:02.546,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,jhanski@gmail.com,,,,,,,editField
285,41,2019-10-21 01:03:04.549,vleno,Excel,copyCell,,Finland,StudentRecords.xlsx,Sheet1,F42,,,,,Finland,,,,,,,copyCell
285,41,2019-10-21 01:03:06.289,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Finland,,,,,INPUT,text,SingleLine1,,,,,,,,paste
285,41,2019-10-21 01:03:06.601,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Finland,,,,,,,editField
286,41,2019-10-21 01:03:09.061,vleno,Excel,copyCell,,"454 Royal Parade, Carlton North, VIC 3052, Australia",StudentRecords.xlsx,Sheet1,G42,,,,,"454 Royal Parade, Carlton North, VIC 3052, Australia",,,,,,,copyCell
286,41,2019-10-21 01:03:10.880,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"454 Royal Parade, Carlton North, VIC 3052, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
286,41,2019-10-21 01:03:14.513,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,454 Royal Parade,,,,,,,editField
286,41,2019-10-21 01:03:14.817,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"454 Royal Parade, Carlton North, VIC 3052, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
286,41,2019-10-21 01:03:20.417,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Carlton North,,,,,,,editField
286,41,2019-10-21 01:03:25.544,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"454 Royal Parade, Carlton North, VIC 3052, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
286,41,2019-10-21 01:03:30.346,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
286,41,2019-10-21 01:03:31.320,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"454 Royal Parade, Carlton North, VIC 3052, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
286,41,2019-10-21 01:03:36.697,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3052,,,,,,,editField
286,41,2019-10-21 01:03:39.424,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
286,41,2019-10-21 01:03:39.425,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
286,41,2019-10-21 01:03:40.080,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
286,42,2019-10-21 01:03:43.946,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
287,42,2019-10-21 01:03:47.630,vleno,Excel,copyCell,,Herczeg,StudentRecords.xlsx,Sheet1,A43,,,,,Herczeg,,,,,,,copyCell
287,42,2019-10-21 01:03:49.873,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Herczeg,,,,,INPUT,text,SingleLine,,,,,,,,paste
287,42,2019-10-21 01:03:50.169,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Herczeg,,,,,,,editField
288,42,2019-10-21 01:03:52.314,vleno,Excel,copyCell,,Oszkar,StudentRecords.xlsx,Sheet1,B43,,,,,Oszkar,,,,,,,copyCell
288,42,2019-10-21 01:03:53.905,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Oszkar,,,,,INPUT,text,SingleLine,Herczeg ,,,,,,,paste
288,42,2019-10-21 01:03:54.129,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Herczeg Oszkar,,,,,,,editField
289,42,2019-10-21 01:03:56.585,vleno,Excel,copyCell,,11/07/1993,StudentRecords.xlsx,Sheet1,C43,,,,,11/07/1993,,,,,,,copyCell
289,42,2019-10-21 01:03:58.009,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,11/07/1993,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
289,42,2019-10-21 01:04:01.680,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,11-07-1993,,,,,,,editField
290,42,2019-10-21 01:04:04.427,vleno,Excel,copyCell,,+61 520 884 0283,StudentRecords.xlsx,Sheet1,D43,,,,,+61 520 884 0283,,,,,,,copyCell
290,42,2019-10-21 01:04:06.513,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 520 884 0283,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
290,42,2019-10-21 01:04:11.825,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,520-884-0283,,,,,,,editField
291,42,2019-10-21 01:04:14.097,vleno,Excel,copyCell,,hoszkar@gmail.com,StudentRecords.xlsx,Sheet1,E43,,,,,hoszkar@gmail.com,,,,,,,copyCell
291,42,2019-10-21 01:04:19.168,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,hoszkar@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
291,42,2019-10-21 01:04:19.505,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,hoszkar@gmail.com,,,,,,,editField
292,42,2019-10-21 01:04:21.556,vleno,Excel,copyCell,,Hungary,StudentRecords.xlsx,Sheet1,F43,,,,,Hungary,,,,,,,copyCell
292,42,2019-10-21 01:04:23.177,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Hungary,,,,,INPUT,text,SingleLine1,,,,,,,,paste
292,42,2019-10-21 01:04:23.466,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,Hungary,,,,,,,editField
293,42,2019-10-21 01:04:25.694,vleno,Excel,copyCell,,"67 Appleton Dock Road, West Melbourne, VIC 3003, Australia",StudentRecords.xlsx,Sheet1,G43,,,,,"67 Appleton Dock Road, West Melbourne, VIC 3003, Australia",,,,,,,copyCell
293,42,2019-10-21 01:04:27.728,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"67 Appleton Dock Road, West Melbourne, VIC 3003, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
293,42,2019-10-21 01:04:31.193,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,67 Appleton Dock Road,,,,,,,editField
293,42,2019-10-21 01:04:31.624,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"67 Appleton Dock Road, West Melbourne, VIC 3003, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
293,42,2019-10-21 01:04:40.089,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,West Melbourne,,,,,,,editField
293,42,2019-10-21 01:04:48.992,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"67 Appleton Dock Road, West Melbourne, VIC 3003, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
293,42,2019-10-21 01:04:54.169,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
293,42,2019-10-21 01:04:55.153,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"67 Appleton Dock Road, West Melbourne, VIC 3003, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
293,42,2019-10-21 01:05:00.146,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3003,,,,,,,editField
293,42,2019-10-21 01:05:04.752,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
293,42,2019-10-21 01:05:04.754,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
293,42,2019-10-21 01:05:05.297,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
293,43,2019-10-21 01:05:09.065,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
294,43,2019-10-21 01:05:13.081,vleno,Excel,copyCell,,Hilda,StudentRecords.xlsx,Sheet1,A44,,,,,Hilda,,,,,,,copyCell
294,43,2019-10-21 01:05:14.889,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Hilda,,,,,INPUT,text,SingleLine,,,,,,,,paste
294,43,2019-10-21 01:05:15.177,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Hilda,,,,,,,editField
295,43,2019-10-21 01:05:17.433,vleno,Excel,copyCell,,Diggle,StudentRecords.xlsx,Sheet1,B44,,,,,Diggle,,,,,,,copyCell
295,43,2019-10-21 01:05:19.273,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,Diggle,,,,,INPUT,text,SingleLine,Hilda ,,,,,,,paste
295,43,2019-10-21 01:05:19.506,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine,Hilda Diggle,,,,,,,editField
296,43,2019-10-21 01:05:22.433,vleno,Excel,copyCell,,31/07/1993,StudentRecords.xlsx,Sheet1,C44,,,,,31/07/1993,,,,,,,copyCell
296,43,2019-10-21 01:05:24.102,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,31/07/1993,,,Date-date,hasDatepicker,INPUT,text,date,,,,,,,,paste
296,43,2019-10-21 01:05:27.574,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,Date-date,hasDatepicker,INPUT,text,date,31-07-1993,,,,,,,editField
297,43,2019-10-21 01:05:30.777,vleno,Excel,copyCell,,+61 029 930 7916,StudentRecords.xlsx,Sheet1,D44,,,,,+61 029 930 7916,,,,,,,copyCell
297,43,2019-10-21 01:05:32.841,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,+61 029 930 7916,,,PhoneNumber,,INPUT,text,countrycode,,,,,,,,paste
297,43,2019-10-21 01:05:37.930,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,PhoneNumber,,INPUT,text,countrycode,029-930-7916,,,,,,,editField
298,43,2019-10-21 01:05:40.305,vleno,Excel,copyCell,,hdiggle@gmail.com,StudentRecords.xlsx,Sheet1,E44,,,,,hdiggle@gmail.com,,,,,,,copyCell
298,43,2019-10-21 01:05:43.473,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,hdiggle@gmail.com,,,,,INPUT,text,Email,,,,,,,,paste
298,43,2019-10-21 01:05:43.906,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Email,hdiggle@gmail.com,,,,,,,editField
299,43,2019-10-21 01:05:46.035,vleno,Excel,copyCell,,New Zealand,StudentRecords.xlsx,Sheet1,F44,,,,,New Zealand,,,,,,,copyCell
299,43,2019-10-21 01:05:47.849,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,New Zealand,,,,,INPUT,text,SingleLine1,,,,,,,,paste
299,43,2019-10-21 01:05:48.130,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,SingleLine1,New Zealand,,,,,,,editField
300,43,2019-10-21 01:05:49.995,vleno,Excel,copyCell,,"853 Swanston Street, Parkville, VIC 3052, Australia",StudentRecords.xlsx,Sheet1,G44,,,,,"853 Swanston Street, Parkville, VIC 3052, Australia",,,,,,,copyCell
300,43,2019-10-21 01:05:51.617,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"853 Swanston Street, Parkville, VIC 3052, Australia",,,,,INPUT,text,Address_AddressLine1,,,,,,,,paste
300,43,2019-10-21 01:05:55.833,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_AddressLine1,853 Swanston Street,,,,,,,editField
300,43,2019-10-21 01:05:56.217,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"853 Swanston Street, Parkville, VIC 3052, Australia",,,,,INPUT,text,Address_City,,,,,,,,paste
300,43,2019-10-21 01:06:01.905,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_City,Parkville,,,,,,,editField
300,43,2019-10-21 01:06:02.713,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"853 Swanston Street, Parkville, VIC 3052, Australia",,,,,INPUT,text,Address_Region,,,,,,,,paste
300,43,2019-10-21 01:06:07.378,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_Region,VIC,,,,,,,editField
300,43,2019-10-21 01:06:08.137,vleno,Chrome,paste,https://forms.zoho.com/universityofmelbourne/form/NewRecord,"853 Swanston Street, Parkville, VIC 3052, Australia",,,,,INPUT,text,Address_ZipCode,,,,,,,,paste
300,43,2019-10-21 01:06:12.618,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,,INPUT,text,Address_ZipCode,3052,,,,,,,editField
300,43,2019-10-21 01:06:15.401,vleno,Chrome,clickCheckbox,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,clickCheckbox
300,43,2019-10-21 01:06:15.402,vleno,Chrome,editField,https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,DecisionBox,,INPUT,checkbox,DecisionBox,on,,True,,,,,editField
300,43,2019-10-21 01:06:15.953,vleno,Chrome,clickButton[submit],https://forms.zoho.com/universityofmelbourne/form/NewRecord,,,,,fmSmtButton submitColor disabledSubmitButtom,BUTTON,submit,,submit,Submit,,,,,\n<em>Submit</em>\n,clickButton[submit]
300,44,2019-10-21 01:06:22.112,vleno,Chrome,clickLink,https://forms.zoho.com/universityofmelbourne/form/NewRecord/thankyou,,,,,,A,,,,Add another response.,,/universityofmelbourne/form/NewRecord,,," \n<em class=""liveAddIcon flLeft""></em>\n<b>Add another response.</b>\n<div class=""clearBoth""></div>",clickLink
301,44,2019-10-21 01:06:26.999,vleno,Excel,copyCell,,Daniel,StudentRecords.xlsx,Sheet1,A45,,,,,Daniel,,,,,,,copyCell
